time,pos_x,pos_y,vel_x,vel_y,speed
0.0,0.0,0.07999999821186066,0.0,0.010999999940395355,0.34117736392854586
0.008333206176757812,-0.029999999329447746,0.17999999225139618,-3.380999803543091,12.41100025177002,12.867803538858231
0.016666412353515625,-0.08999999612569809,0.38999998569488525,-6.660999774932861,24.750999450683594,25.633906701926136
0.024999618530273438,-0.17000000178813934,0.699999988079071,-9.85099983215332,37.03099822998047,38.32040329374888
0.033333778381347656,-0.2800000011920929,1.1100000143051147,-13.00100040435791,49.23099899291992,50.9198738642257
0.04166698455810547,-0.4099999964237213,1.6200000047683716,-16.10099983215332,61.35099792480469,63.42951539274164
0.05000019073486328,-0.5699999928474426,2.2300000190734863,-19.180999755859375,73.38099670410156,75.84719974999275
0.058333396911621094,-0.7599999904632568,2.93999981880188,-22.250999450683594,85.33100128173828,88.18504996478711
0.0666666030883789,-0.9699999690055847,3.75,-25.340999603271484,97.18099975585938,100.43121653865894
0.07499980926513672,-1.209999918937683,4.659999847412109,-28.470998764038086,108.94099426269531,112.60041866067874
0.08333301544189453,-1.46999990940094,5.659999847412109,-31.660999298095703,120.59099578857422,124.678480191361
0.09166717529296875,-1.7599999904632568,6.759999752044678,-34.920997619628906,132.14100646972656,136.67786194763255
0.10000038146972656,-2.0799999237060547,7.960000038146973,-38.270999908447266,143.5709991455078,148.58471492931375
0.10833358764648438,-2.429999828338623,9.25,-41.73099899291992,154.88099670410156,160.4048493593528
0.11666679382324219,-2.809999942779541,10.630000114440918,-45.32099914550781,166.0709991455078,172.14437545771872
0.125,-3.2200000286102295,12.109999656677246,-49.060997009277344,177.13099670410156,183.8001297658041
0.1333332061767578,-3.6599998474121094,13.679999351501465,-52.96099853515625,188.05101013183594,195.36674757603544
0.14166641235351562,-4.139999866485596,15.339999198913574,-57.03099822998047,198.8209991455078,206.8391663619821
0.14999961853027344,-4.650000095367432,17.09000015258789,-61.28099822998047,209.44100952148438,218.2223945758891
0.15833377838134766,-5.199999809265137,18.920000076293945,-65.72100067138672,219.9010009765625,229.51212700146417
0.16666698455810547,-5.789999961853027,20.84000015258789,-70.3709945678711,230.2010040283203,240.71704429290367
0.17500019073486328,-6.420000076293945,22.84000015258789,-75.24099731445312,240.3209991455078,251.82435662215514
0.1833333969116211,-7.089999675750732,24.93000030517578,-80.34099578857422,250.26100158691406,262.8409420173706
0.1916666030883789,-7.799999713897705,27.099998474121094,-85.68099975585938,260.010986328125,273.7646124163633
0.19999980926513672,-8.559999465942383,29.349998474121094,-91.26099395751953,269.5610046386719,284.5906191723792
0.20833301544189453,-9.369999885559082,31.670000076293945,-97.09099578857422,278.9110107421875,295.32715699278185
0.21666717529296875,-10.229999542236328,34.06999969482422,-103.1709976196289,288.041015625,305.9607780633077
0.22500038146972656,-11.139999389648438,36.540000915527344,-109.51099395751953,296.95098876953125,316.5006537272235
0.23333358764648438,-12.109999656677246,39.09000015258789,-116.11100006103516,305.6310119628906,326.94372006452113
0.2416667938232422,-13.130000114440918,41.709999084472656,-122.97099304199219,314.0710144042969,337.28709358597075
0.25,-14.210000038146973,44.39999771118164,-130.09100341796875,322.260986328125,347.5283136097886
0.2583332061767578,-15.359999656677246,47.14999771118164,-137.4810028076172,330.20098876953125,357.6783966056069
0.2666664123535156,-16.56999969482422,49.96999740600586,-145.13099670410156,337.8710021972656,367.7226354347856
0.27499961853027344,-17.850000381469727,52.849998474121094,-153.04100036621094,345.27099609375,377.66880307705395
0.28333377838134766,-19.189998626708984,55.78999710083008,-161.21099853515625,352.3909912109375,387.51582292381664
0.29166698455810547,-20.600000381469727,58.779998779296875,-169.64100646972656,359.22100830078125,397.26303649054165
0.3000001907348633,-22.09000015258789,61.82999801635742,-178.3209991455078,365.7510070800781,406.9057559157123
0.3083333969116211,-23.649999618530273,64.93000030517578,-187.25100708007812,371.9809875488281,416.45277166960784
0.3166666030883789,-25.28999900817871,68.08000183105469,-196.43099975585938,377.9010009765625,425.9042386325452
0.3249998092651367,-27.010000228881836,71.27999877929688,-205.8509979248047,383.5010070800781,435.2559845183817
0.33333301544189453,-28.809999465942383,74.5199966430664,-215.50100708007812,388.77099609375,444.50386695421236
0.34166717529296875,-30.689998626708984,77.79999542236328,-225.38099670410156,393.71099853515625,453.65742617516764
