time,car_pos_x,car_pos_y,car_pos_z,car_vel_x,car_vel_y,car_vel_z,car_speed,car_pitch,car_yaw,car_roll,car_angvel_x,car_angvel_y,car_angvel_z
0.0,-165.17999267578125,-656.5199584960938,17.010000228881836,1160.2908935546875,87.56099700927734,0.25099998712539673,1163.590112051571,-0.009587380103766918,0.1377706527709961,0.0,0.0002099999983329326,0.0,2.374009847640991
0.008333206176757812,-0.029999999329447746,0.09999999403953552,1.0199999809265137,-3.3909997940063477,12.401000022888184,122.1709976196289,122.84557924706121,-0.001725728390738368,1.5715633630752563,-9.58738019107841e-05,-0.2040099948644638,0.007009999826550484,0.09550999850034714
0.016666412353515625,-0.08999999612569809,0.3100000023841858,2.4099998474121094,-6.650999546051025,24.76099967956543,166.97100830078125,168.9279743354326,-0.002205097349360585,1.5730973482131958,-9.58738019107841e-05,-0.06410999596118927,0.0020099999383091927,0.18650999665260315
0.024999618530273438,-0.17000000178813934,0.6200000047683716,3.8499999046325684,-9.810999870300293,37.060997009277344,172.74099731445312,176.94413064854285,-0.0028762139845639467,1.575398325920105,-9.58738019107841e-05,-0.08241000026464462,0.00010999999358318746,0.27430999279022217
0.03333282470703125,-0.2800000011920929,1.0299999713897705,5.269999980926514,-12.91100025177002,49.28099822998047,170.06100463867188,177.5276204221724,-0.0036432044580578804,1.5784661769866943,-9.58738019107841e-05,-0.08170999586582184,-0.00010999999358318746,0.3598099946975708
0.04166603088378906,-0.4099999964237213,1.5399999618530273,6.619999885559082,-15.970999717712402,61.420997619628906,162.3610076904297,174.32357442074607,-0.004218447022140026,1.5821094512939453,-9.58738019107841e-05,-0.07760999351739883,-0.00030999997397884727,0.4426099956035614
0.049999237060546875,-0.5699999928474426,2.1499998569488525,7.909999847412109,-19.01099967956543,73.48099517822266,154.2310028076172,171.89554092018105,-0.004889563657343388,1.5865195989608765,-9.58738019107841e-05,-0.0773099958896637,0.0,0.5227100253105164
0.0583343505859375,-0.75,2.859999895095825,9.130000114440918,-22.05099868774414,85.45099639892578,146.1009979248047,170.68573731662497,-0.005560680292546749,1.5915050506591797,-9.58738019107841e-05,-0.07700999826192856,0.00030999997397884727,0.6002100110054016
0.06666755676269531,-0.9599999785423279,3.669999837875366,10.279999732971191,-25.110998153686523,97.33099365234375,137.97100830078125,170.7040822158664,-0.006135923322290182,1.597065806388855,-9.58738019107841e-05,-0.07670999318361282,0.0007099999929778278,0.6752099990844727
0.07500076293945312,-1.1999999284744263,4.579999923706055,11.359999656677246,-28.21099853515625,109.11100006103516,129.84100341796875,171.92951154835163,-0.006807039957493544,1.6032975912094116,-0.0001917476038215682,-0.07630999386310577,0.0011099999537691474,0.7477099895477295
0.08333396911621094,-1.459999918937683,5.589999675750732,12.369999885559082,-31.360998153686523,120.79100036621094,121.71099853515625,174.32023731939532,-0.007478156127035618,1.6101045608520508,-0.0001917476038215682,-0.07590999454259872,0.001509999972768128,0.8177099823951721
