time,car_pos_x,car_pos_y,car_pos_z,car_vel_x,car_vel_y,car_vel_z,car_pitch,car_yaw,car_roll,car_angvel_x,car_angvel_y,car_angvel_z
0.0,-255.97999572753906,-3839.97998046875,17.010000228881836,0.0,0.010999999940395355,0.210999995470047,-0.009491506032645702,1.563989281654358,0.0,-0.0006099999882280827,0.0,0.0
0.008333206176757812,0.0,3980.869873046875,1.0799999237060547,0.0,-2295.620849609375,129.26100158691406,0.00047936898772604764,1.5707963705062866,0.0,0.05760999768972397,0.0013099999632686377,0.0
0.016666412353515625,0.0,3961.780029296875,2.490000009536743,0.0,-2291.240966796875,168.84100341796875,9.58738019107841e-05,1.5707963705062866,0.0,-0.047509998083114624,0.00030999997397884727,0.0
0.024999618530273438,0.0,3942.719970703125,3.929999828338623,0.0,-2286.86083984375,173.34100341796875,-0.0005752427969127893,1.5707963705062866,0.0,-0.08350999653339386,0.0,0.0
0.03333282470703125,0.0,3923.699951171875,5.349999904632568,0.0,-2282.48095703125,170.13099670410156,-0.0014381069922819734,1.5707963705062866,0.0,-0.09490999579429626,0.0,0.0
0.04166603088378906,0.0,3904.719970703125,6.699999809265137,0.0,-2278.100830078125,162.0810089111328,-0.002205097349360585,1.5707963705062866,0.0,-0.0968099981546402,0.0,0.0
0.049999237060546875,0.0,3885.77001953125,7.980000019073486,0.0,-2273.720947265625,153.9510040283203,-0.003067961661145091,1.5707963705062866,0.0,-0.09670999646186829,0.0,0.0
0.05833244323730469,0.0,3866.85986328125,9.199999809265137,0.0,-2269.3408203125,145.8209991455078,-0.003834951901808381,1.5707963705062866,0.0,-0.09660999476909637,0.0,0.0
0.0666656494140625,0.0,3847.989990234375,10.34999942779541,0.0,-2264.9609375,137.69100952148438,-0.004601942375302315,1.5707963705062866,0.0,-0.09640999883413315,0.0,0.0
0.07499885559082031,0.0,3829.14990234375,11.429999351501465,0.0,-2260.580810546875,129.56100463867188,-0.005464806687086821,1.5707963705062866,0.0,-0.09620999544858932,0.0,0.0
0.08333396911621094,0.0,3810.349853515625,12.4399995803833,0.0,-2256.200927734375,121.43099975585938,-0.006231796927750111,1.5707963705062866,0.0,-0.0960099995136261,0.0,0.0
0.09166717529296875,0.0,3791.579833984375,13.380000114440918,0.0,-2251.821044921875,113.30099487304688,-0.006998787168413401,1.5707963705062866,0.0,-0.09580999612808228,0.0,0.0
0.10000038146972656,0.0,3772.849853515625,14.25999927520752,0.0,-2247.44091796875,105.1709976196289,-0.007861651480197906,1.5707963705062866,0.0,-0.09560999274253845,0.0,0.0
0.10833358764648438,0.0,3754.159912109375,15.069999694824219,0.0,-2243.06103515625,97.04100036621094,-0.008628642186522484,1.5707963705062866,0.0,-0.09530999511480331,0.0,0.0
0.11666679382324219,0.0,3735.5,15.809999465942383,0.0,-2238.680908203125,88.91099548339844,-0.009395631961524487,1.5707963705062866,0.0,-0.09500999748706818,0.0,0.0
0.125,0.0,3716.8798828125,16.479999542236328,0.0,-2234.301025390625,80.78099822998047,-0.01025849673897028,1.5707963705062866,0.0,-0.09470999985933304,0.0,0.0
0.1333332061767578,0.0,3698.2998046875,17.09000015258789,0.0,-2229.9208984375,72.6510009765625,-0.010929613374173641,1.5707963705062866,0.0,-0.0944099947810173,0.0,0.0
0.14166641235351562,0.0,3679.75,17.6299991607666,0.0,-2225.541015625,64.52099609375,-0.01179247722029686,1.5707963705062866,0.0,-0.09400999546051025,0.0,0.0
0.14999961853027344,0.0,3661.239990234375,18.100000381469727,0.0,-2221.160888671875,56.39099884033203,-0.012559467926621437,1.5707963705062866,0.0,-0.0936099961400032,0.0,0.0
0.15833282470703125,0.0,3642.77001953125,18.5,0.0,-2216.781005859375,48.2609977722168,-0.01332645770162344,1.5707963705062866,0.0,-0.09320999681949615,0.0,0.0
0.16666603088378906,0.0,3624.329833984375,18.829999923706055,0.0,-2212.40087890625,40.13099670410156,-0.014093448407948017,1.5707963705062866,0.0,-0.0928099974989891,0.0,0.0
0.17499923706054688,0.0,3605.929931640625,19.100000381469727,0.0,-2208.02099609375,32.000999450683594,-0.014860439114272594,1.5707963705062866,0.0,-0.09240999817848206,0.0,0.0
0.1833324432373047,0.0,3587.56982421875,19.299999237060547,0.0,-2203.640869140625,23.87099838256836,-0.015627428889274597,1.5707963705062866,0.0,-0.0919099971652031,0.0,0.0
0.1916656494140625,0.0,3569.239990234375,19.43000030517578,0.0,-2199.260986328125,15.741000175476074,-0.016394419595599174,1.5707963705062866,0.0,-0.09140999615192413,0.0,0.0
0.1999988555908203,0.0,3550.949951171875,19.489999771118164,0.0,-2194.880859375,7.610999584197998,-0.017161410301923752,1.5707963705062866,0.0,-0.09090999513864517,0.0,0.0
0.20833396911621094,0.0,3532.699951171875,19.489999771118164,0.0,-2190.5009765625,-0.5109999775886536,-0.01792840100824833,1.5707963705062866,0.0,-0.09040999412536621,0.0,0.0
