time,car_pos_x,car_pos_y,car_pos_z,car_vel_x,car_vel_y,car_vel_z,car_pitch,car_yaw,car_roll,car_angvel_x,car_angvel_y,car_angvel_z
0.0,1.1799999475479126,751.760009765625,17.010000228881836,0.010999999940395355,0.0,0.210999995470047,-0.009587380103766918,-0.00047936898772604764,9.58738019107841e-05,0.0004099999787285924,0.0005099999834783375,0.0
0.01666259765625,1.1799999475479126,751.760009765625,17.010000228881836,0.010999999940395355,0.0,0.210999995470047,-0.009587380103766918,-0.00047936898772604764,9.58738019107841e-05,0.0004099999787285924,0.0005099999834783375,0.0
0.0333251953125,0.0,0.0,4.960000038146973,0.0,0.0,299.71099853515625,0.0,0.0,0.0,0.0,0.0,0.0
0.04998779296875,0.0,0.0,10.050000190734863,0.0,0.0,307.7510070800781,0.0,0.0,0.0,0.0,0.0,0.0
0.066650390625,0.0,0.0,15.279999732971191,0.0,0.0,315.7909851074219,0.0,0.0,0.0,0.0,0.0,0.0
0.08331298828125,0.0,0.0,20.649999618530273,0.0,0.0,323.83099365234375,0.0,0.0,0.0,0.0,0.0,0.0
0.0999755859375,0.0,0.0,26.149999618530273,0.0,0.0,331.8710021972656,0.0,0.0,0.0,0.0,0.0,0.0
0.11669921875,0.0,0.0,31.779998779296875,0.0,0.0,339.9110107421875,0.0,0.0,0.0,0.0,0.0,0.0
0.1500244140625,0.0,0.0,43.57999801635742,0.0,0.0,364.1210021972656,0.0,0.0,0.0,0.0,0.0,0.0
0.16668701171875,0.0,0.0,49.81999969482422,0.0,0.0,377.58099365234375,0.0,0.0,0.0,0.0,0.0,0.0
0.183349609375,0.0,0.0,55.97999954223633,0.0,0.0,366.7409973144531,0.0,0.0,0.0,0.0,0.0,0.0
0.20001220703125,5.900000095367432,5.900000095367432,61.959999084472656,353.5509948730469,353.5509948730469,355.9010009765625,-0.03269296512007713,0.0007669904152862728,0.03777427598834038,-3.005309820175171,2.6017098426818848,0.10700999945402145
0.2166748046875,11.800000190734863,11.800000190734863,67.76000213623047,353.5509948730469,353.5509948730469,345.0610046386719,-0.10517355799674988,-0.0019174759509041905,0.12080098688602448,-4.12870979309082,3.630509853363037,0.14900998771190643
